435	834
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
31	1
31	32
31	17
31	33
31	34
31	35
31	29
31	36
37	1
37	38
37	39
37	40
1	32
1	41
1	42
1	43
1	44
1	45
1	35
1	46
1	47
48	49
48	40
48	50
51	2
51	24
51	30
52	23
53	17
54	55
54	2
54	4
54	15
54	27
54	28
54	56
54	57
54	58
54	59
54	60
54	61
54	62
54	63
54	64
65	63
66	28
66	67
66	68
55	43
55	69
32	39
32	42
32	70
32	43
32	35
32	71
32	72
32	73
32	74
32	47
32	75
32	76
32	77
32	78
32	79
32	80
32	50
38	81
38	56
2	28
2	82
2	68
2	56
2	83
2	84
2	85
2	86
2	87
2	88
2	89
2	90
2	91
2	92
2	62
2	93
2	94
2	95
2	96
2	97
2	98
2	99
3	28
3	43
3	100
3	82
3	101
3	68
3	85
3	102
3	103
3	104
3	105
3	106
3	107
3	108
3	109
3	110
3	111
3	112
3	113
114	11
114	115
114	116
4	10
4	28
4	117
4	43
4	118
4	101
4	68
4	119
4	83
4	120
4	121
4	108
4	109
4	122
4	63
4	123
4	124
4	125
4	126
4	127
4	128
4	129
4	130
4	131
4	132
4	133
5	28
5	82
5	68
5	107
5	110
6	43
6	82
6	101
6	106
6	134
6	135
6	136
6	137
7	28
7	138
7	139
7	140
8	16
8	28
8	34
8	141
8	142
8	101
8	68
8	56
8	143
8	102
8	144
8	138
8	120
8	121
8	145
8	146
8	134
8	136
8	147
8	148
8	149
8	150
8	151
8	152
8	153
9	47
10	25
10	154
10	119
10	115
10	120
10	145
10	116
11	28
11	117
11	68
11	59
11	108
11	155
11	133
11	156
11	157
11	158
13	28
13	68
13	146
13	159
14	133
15	115
15	77
15	122
15	160
16	141
16	138
16	145
16	126
17	28
17	43
17	161
17	162
17	142
17	82
17	85
17	143
17	102
17	88
17	103
17	163
17	164
17	165
17	105
17	166
17	167
17	91
17	107
17	146
17	122
17	110
17	168
17	169
17	93
17	170
17	171
17	172
17	173
17	150
17	174
17	175
17	176
17	177
17	178
17	179
17	180
17	181
17	182
17	183
18	28
18	43
18	154
18	101
18	184
18	105
18	107
18	135
18	111
18	185
18	137
18	113
18	186
19	187
19	188
19	189
20	190
20	191
20	156
20	192
21	82
21	68
21	138
21	109
23	27
23	59
23	139
23	193
23	155
23	194
23	195
24	43
24	82
24	101
24	102
24	106
25	34
25	56
25	196
25	197
25	198
26	87
26	199
26	200
27	28
27	100
27	82
27	81
27	56
27	190
27	89
27	90
27	201
27	138
27	202
27	60
27	91
27	203
27	139
27	62
27	204
27	108
27	109
27	185
27	205
27	206
27	207
27	208
209	82
28	117
28	34
28	43
28	68
28	56
28	57
28	84
28	143
28	58
28	90
28	201
28	59
28	210
28	104
28	211
28	120
28	121
28	91
28	139
28	212
28	213
28	145
28	77
28	214
28	215
28	146
28	216
28	217
28	218
28	219
28	140
28	169
28	129
28	156
28	149
28	220
28	152
28	221
28	222
28	223
28	224
28	225
28	226
28	227
28	228
41	44
229	230
229	161
229	231
232	47
230	233
42	47
233	234
233	235
236	237
33	82
33	146
238	239
117	68
117	90
117	138
117	59
117	60
117	121
117	139
117	217
117	169
117	155
117	205
117	240
49	241
34	242
34	243
34	120
34	145
34	77
34	111
34	191
34	124
34	197
34	244
34	245
34	246
43	247
43	161
43	47
43	220
43	182
43	248
43	249
43	250
43	251
43	252
253	145
254	57
254	156
255	256
255	257
255	258
67	56
67	88
67	59
67	91
67	139
67	259
67	244
67	260
44	261
161	262
161	45
161	141
161	47
161	115
162	263
262	45
262	47
45	36
45	73
45	47
45	75
45	264
141	145
118	63
118	156
118	265
142	212
142	63
142	266
267	72
29	56
29	85
29	89
29	185
29	268
29	148
29	269
82	115
101	216
68	270
68	115
68	58
68	77
68	63
68	271
68	222
68	265
68	272
68	251
56	57
56	145
56	63
56	273
56	274
119	57
119	58
119	201
119	138
119	59
119	275
119	121
119	139
119	109
119	63
119	276
119	155
119	277
119	278
57	58
57	59
57	92
57	108
57	191
57	126
190	139
83	279
83	91
84	59
234	280
69	89
281	145
270	139
270	282
46	47
36	75
283	145
143	139
143	284
73	47
285	139
286	115
47	75
47	287
47	76
47	78
288	289
102	115
102	145
115	290
115	165
115	105
115	77
115	214
115	215
115	291
115	134
115	110
115	292
115	216
115	111
115	293
115	136
115	191
115	294
115	295
115	125
115	268
115	277
115	296
115	297
115	172
115	298
115	220
115	299
115	300
115	301
115	302
115	303
115	304
115	305
115	306
115	307
115	308
309	310
58	139
58	109
58	63
58	124
58	311
144	145
201	139
201	62
138	145
138	110
138	218
138	63
138	223
138	304
59	104
59	121
59	91
59	139
59	77
59	214
59	216
59	312
59	132
59	156
59	222
59	313
59	314
59	315
59	226
59	316
