70	314
0	29
0	30
0	28
0	26
0	27
1	3
1	2
1	15
2	1
2	7
2	9
2	3
2	13
2	14
2	10
2	5
3	1
3	2
3	4
3	15
4	3
4	15
5	7
5	9
5	13
5	14
5	10
5	2
5	11
6	7
7	6
7	9
7	13
7	14
7	12
7	21
7	10
7	18
7	17
7	2
7	20
7	19
7	5
8	10
8	9
9	7
9	14
9	13
9	10
9	18
9	8
9	2
9	5
10	7
10	9
10	13
10	8
10	2
10	5
11	5
12	7
12	22
13	7
13	9
13	14
13	21
13	10
13	18
13	25
13	2
13	20
13	19
13	5
14	16
14	7
14	9
14	13
14	21
14	18
14	2
14	20
14	19
14	5
15	1
15	3
15	4
16	43
16	14
16	25
16	33
17	31
17	7
18	7
18	14
18	9
18	13
18	20
18	19
18	21
19	7
19	14
19	13
19	18
19	20
19	21
20	7
20	14
20	13
20	18
20	19
20	21
21	7
21	14
21	13
21	18
21	20
21	19
22	12
23	35
23	38
23	40
23	37
23	36
23	39
24	52
24	53
25	46
25	16
25	13
25	45
25	43
25	33
25	44
25	47
26	29
26	30
26	0
26	28
26	27
27	29
27	30
27	0
27	26
27	28
28	29
28	30
28	0
28	26
28	27
29	30
29	0
29	26
29	28
29	27
30	29
30	0
30	26
30	28
30	27
31	17
32	51
32	48
32	52
32	53
33	46
33	16
33	45
33	43
33	25
33	44
33	47
34	50
34	55
34	42
34	49
35	23
35	38
35	40
35	37
35	36
35	39
36	35
36	23
36	38
36	40
36	39
37	35
37	23
38	35
38	23
38	40
38	36
38	39
39	35
39	23
39	38
39	40
39	36
40	35
40	23
40	38
40	36
40	39
41	58
41	57
42	34
43	16
43	45
43	33
43	25
43	44
44	46
44	45
44	43
44	33
44	25
44	47
45	46
45	43
45	33
45	56
45	25
45	44
45	47
46	45
46	33
46	56
46	25
46	44
46	47
47	46
47	45
47	33
47	25
47	44
48	51
48	52
48	32
49	34
49	55
49	50
50	34
50	49
50	54
51	52
51	48
51	53
51	32
52	32
52	24
52	53
52	51
52	48
53	51
53	24
53	52
53	32
54	50
54	55
55	34
55	49
55	54
55	59
56	46
56	45
57	58
57	41
58	67
58	41
58	68
58	57
59	55
60	64
60	61
60	62
60	66
60	63
60	65
61	60
61	66
61	62
62	64
62	61
62	66
62	63
62	65
62	60
63	64
63	62
63	66
63	65
63	60
64	62
64	66
64	63
64	65
64	60
65	64
65	62
65	66
65	63
65	60
66	64
66	61
66	62
66	63
66	65
66	60
67	58
67	68
68	67
68	58
68	69
69	68
