52	92
0	1
0	2
0	3
0	4
0	5
6	7
6	8
6	9
6	10
11	12
11	13
1	3
1	14
15	16
15	7
15	17
18	12
18	19
12	19
12	13
12	20
12	21
12	22
12	23
12	24
12	25
12	26
12	27
20	28
20	29
28	29
22	23
2	4
2	5
30	31
30	7
30	32
30	33
3	14
34	35
34	36
34	37
16	7
16	17
31	32
31	33
7	8
7	17
7	9
7	10
38	39
38	36
38	40
38	41
38	42
38	43
38	44
35	36
35	45
4	5
39	36
39	41
39	42
32	33
36	41
36	37
8	17
8	9
8	10
40	43
40	44
25	26
25	27
46	47
46	48
46	49
46	50
46	51
41	42
47	48
47	49
47	50
47	51
48	49
48	50
48	51
49	50
49	51
50	51
9	10
26	27
43	44
